query_language,tier,relation_sides,relevance_grade,title,year,type,type_label,venue,publisher,authors,doi,url,cited_by_count,crawl_query,has_abstract
en,relaxed,china,C_单边_文旅核心,"Evaluating canal heritage tourists’ satisfaction: An asymmetric impact-performance analysis of the Grand Canal in Beijing, China",2025,journal-article,期刊论文,Journal of Hospitality and Tourism Management,Elsevier BV,Jiasheng Cui; Shuying Zhang; Ling'en Wang,10.1016/j.jhtm.2025.01.002,https://doi.org/10.1016/j.jhtm.2025.01.002,10,China Riyadh tourists,False
en,relaxed,arab,C_单边_文旅核心,Evaluating flood and landslide hazards to cultural heritage sites in Historic Cairo,2025,journal-article,期刊论文,Natural Hazards,Springer Science and Business Media LLC,Abdalla M. Allam; Mona G. Ibrahim; Shinjiro Kanae; Mahmoud Sharaan,10.1007/s11069-025-07401-1,https://doi.org/10.1007/s11069-025-07401-1,10,China Cairo cultural heritage,True
en,relaxed,china,C_单边_文旅核心,Evaluation of Tourism Talent Structure in Central China and Its Impact on Tourism Economic Development1,2025,book-chapter,图书章节,Frontiers in Artificial Intelligence and Applications,IOS Press,Yingjie Liu; Yidan Zhu; Yiwen Zhang; Dongze Li; Yi Tan,10.3233/faia250426,https://doi.org/10.3233/faia250426,0,China Arab tourism,True
en,relaxed,china,C_单边_文旅核心,Exploring Chinese tourists’ preference to attributes of cruise itinerary products: A choice experiment approach,2025,journal-article,期刊论文,Journal of Destination Marketing &amp; Management,Elsevier BV,Xiaodong Sun; Meihua Xu; Jialing Chen; Yui-yip Lau; Dinesh K. Gauri,10.1016/j.jdmm.2025.101005,https://doi.org/10.1016/j.jdmm.2025.101005,0,Chinese Arab tourists,False
en,relaxed,arab,C_单边_文旅核心,Exploring Contemporary Cultural Buildings in Heritage Areas in Bahrain: Enhancing Visitor Experience Through Phenomenological Approaches,2025,journal-article,期刊论文,New Design Ideas,Jomard Publishing,,10.62476/ndi.92424,https://doi.org/10.62476/ndi.92424,0,China Bahrain cultural heritage,False
en,relaxed,arab,C_单边_文旅核心,Exploring Foreign Muslim Tourist Preferences in Halal Tourism: A Study of Indonesia’s Halal Market,2025,journal-article,期刊论文,Journal of Digital Marketing and Halal Industry,UIN Walisongo Semarang,Taufik Romadon; Lizar Alfansi; Effed Darta; Ferry Tema Atjama; Parwito Parwito; Muhammad Eid Balbaa; Revanth Kumar Guttena,10.21580/jdmhi.2025.7.2.27545,https://doi.org/10.21580/jdmhi.2025.7.2.27545,0,China halal tourism,True
en,relaxed,arab,C_单边_文旅核心,Exploring Islamic Local Wisdom of Halal Tourism Destinations toward Return Visits ‎and the Perception of Islamic Socio-Cultural Responsibility,2025,journal-article,期刊论文,Dirasat: Human and Social Sciences,The University of Jordan,Azhar Alam; Nida Izzatul Karima; Mohamed Syazwan Ab Talib; Siti Salwa Md Sawari,10.35516/hum.2025.8046,https://doi.org/10.35516/hum.2025.8046,3,China Islamic tourism,True
en,relaxed,arab,C_单边_文旅核心,Exploring Muslim Travelers’ Motives through Netnography: The Image of Non-Muslim Cultural Destinations and Halal Culinary Tourism at Pantai Indah Kapuk 2,2025,journal-article,期刊论文,CHANNEL: Jurnal Komunikasi,Universitas Ahmad Dahlan,Nurkhalila Fajrini; Irla Yulia,10.12928/channel.v13i2.1368,https://doi.org/10.12928/channel.v13i2.1368,0,China Muslim tourism,True
en,relaxed,arab,C_单边_文旅核心,Exploring Nation Branding in the Gulf Cooperation Council,2025,journal-article,期刊论文,Comparative Sociology,Walter de Gruyter GmbH,Maitham AlSarraf; Shihanah AlMutairi,10.1163/15691330-bja10128,https://doi.org/10.1163/15691330-bja10128,5,China Gulf tourism cooperation,True
en,relaxed,china,C_单边_文旅核心,Exploring an Effect Model of the Audience’s Viewing Chinese Intangible Cultural Heritage Documentaries,2025,journal-article,期刊论文,International Theory and Practice in Humanities and Social Sciences,Wisvora Publishing,Yongqing Han; Chang Peng Kee; Nurul Lina Binti Mohd Nor,10.70693/itphss.v2i1.161,https://doi.org/10.70693/itphss.v2i1.161,0,Chinese Arab cultural heritage,True
en,relaxed,arab,C_单边_文旅核心,Exploring language use in apology strategies of tourists visiting Saudi Arabia,2025,journal-article,期刊论文,PLOS ONE,Public Library of Science (PLoS),Abdullah Al Fraidan; Abdulaziz A. Alhulaybi,10.1371/journal.pone.0319393,https://doi.org/10.1371/journal.pone.0319393,1,China Saudi Arabia tourists,True
en,relaxed,arab,C_单边_文旅核心,Exploring the Interconnection Between Islamic Culture and Tourism Development in Malaysia,2025,journal-article,期刊论文,"SIWAYANG Journal: Publikasi Ilmiah Bidang Pariwisata, Kebudayaan, dan Antropologi",LPPM Universitas 45 Mataram,Ahmad Badawi,10.54443/siwayang.v4i1.2696,https://doi.org/10.54443/siwayang.v4i1.2696,1,China Islamic tourism,True
en,relaxed,china,C_单边_文旅核心,Exploring the Optimization of International Trade Cooperation Path Based on The Belt and Road Initiative,2025,journal-article,期刊论文,"Advances in Economics, Management and Political Sciences",EWA Publishing,Jingwei Du,10.54254/2754-1169/2025.bl25933,https://doi.org/10.54254/2754-1169/2025.bl25933,0,Belt and Road cultural cooperation,True
en,relaxed,arab,C_单边_文旅核心,Exploring the horizons of sustainable tourism development in Iraq: Between cultural heritage and future economic opportunities,2025,journal-article,期刊论文,International Journal of Tourism and Hotel Management,AkiNik Publications,Ihsan Dawood Salman,10.22271/27069583.2025.v7.i2b.171,https://doi.org/10.22271/27069583.2025.v7.i2b.171,0,China Iraq cultural heritage,False
en,relaxed,china,C_单边_文旅核心,"Factors Influencing Tourists’ Willingness to Pay for Industrial Heritage Tourism: A Case Study in Jingdezhen, China",2025,journal-article,期刊论文,ALAM CIPTA International Journal Of Sustainable Tropical Design &amp; Practice,Universiti Putra Malaysia,,10.47836/ac.18.s3.paper09,https://doi.org/10.47836/ac.18.s3.paper09,0,China Arab tourists,False
en,relaxed,china,C_单边_文旅核心,Film-Induced Image Model for Promoting Behavioral Intention of Chinese Screen Tourists: Post Covid-19,2025,journal-article,期刊论文,Community and Social Development Journal,Chiang Mai Rajabhat University,Supaporn Wichaidit; Chunlin Wan,10.57260/csdj.2025.275317,https://doi.org/10.57260/csdj.2025.275317,0,Chinese Iraq tourists,True
en,relaxed,arab,C_单边_文旅核心,Fintech Advancing Sustainable Tourism in Morocco-Spain,2025,journal-article,期刊论文,International Journal of Applied Research in Management and Economics,"Mokslines leidybos deimantas, MB",Halima Taouil; Ahmed Arare; Abdelhak Sahib Eddine,10.33422/ijarme.v8i3.1598,https://doi.org/10.33422/ijarme.v8i3.1598,0,China Morocco tourism,True
en,relaxed,china,C_单边_文旅核心,Foreign tourists exploring China: a multidimensional evaluation-based tourism optimization model,2025,proceedings-article,会议论文,"International Conference on Remote Sensing, Mapping, and Image Processing (RSMIP 2025)",SPIE,Bo Zhang; Qianglong Feng; Hejiya Meng; Meng Zhang,10.1117/12.3067573,https://doi.org/10.1117/12.3067573,1,China Arab tourists,False
en,relaxed,china,D_单边_弱文旅,Fostering cultural affinity through higher education? An ecological analysis of international students’ experiences under the “Belt and Road Initiative” in China,2025,journal-article,期刊论文,Educational Review,Informa UK Limited,Kun Dai; Jie Xu; Yabing Liu,10.1080/00131911.2025.2554977,https://doi.org/10.1080/00131911.2025.2554977,2,Belt and Road cultural tourism China,False
en,relaxed,china,C_单边_文旅核心,From Malls to Markets: What Makes Shopping Irresistible for Chinese Tourists?,2025,journal-article,期刊论文,Tourism and Hospitality,MDPI AG,Yutong Liang; Shuyue Huang; Hwansuk Chris Choi,10.3390/tourhosp6040216,https://doi.org/10.3390/tourhosp6040216,1,Chinese Arab tourists,True
en,relaxed,china,C_单边_文旅核心,From Missionary Education to Confucius Institutes: Historical Reflections on Sino-American Cultural Exchange ed. Jeff Kyong-Mcclain and Joseph Tse-Hei Lee (review),2025,journal-article,期刊论文,Twentieth-Century China,Project MUSE,,10.1353/tcc.2025.a950422,https://doi.org/10.1353/tcc.2025.a950422,0,Sino-Arab cultural exchange,False
en,relaxed,china,C_单边_文旅核心,"From Missionary Education to Confucius Institutes: Historical Reflections on Sino-American Cultural Exchange, edited by Jeff Kyong-McClain and Joseph Tse-Hei Lee",2025,journal-article,期刊论文,The Journal of American-East Asian Relations,Walter de Gruyter GmbH,Yuan Yan,10.1163/18765610-32020008,https://doi.org/10.1163/18765610-32020008,0,Sino-Arab cultural exchange,False
en,relaxed,china,C_单边_文旅核心,From Motivation to Behavioral Intentions: An Application of Self-Determination Theory to the Chinese Outbound Tourists,2025,journal-article,期刊论文,Journal of Information Systems Engineering and Management,Science Research Society,Tian Xia,10.52783/jisem.v10i47s.9460,https://doi.org/10.52783/jisem.v10i47s.9460,0,Chinese outbound tourists Arab,True
en,relaxed,arab,C_单边_文旅核心,From Values to Visits: Exploring the Economic Development Potential of Halal Tourism Through Islamic Destination Attributes,2025,journal-article,期刊论文,Economica: Jurnal Ekonomi Islam,UIN Walisongo Semarang,Rifda Nabila; Anton Bawono; Zatul Iffah; Sally Touray,10.21580/economica.2025.16.2.28154,https://doi.org/10.21580/economica.2025.16.2.28154,1,Islamic tourism,True
en,relaxed,arab,C_单边_文旅核心,GASTRONOMY OF RELIGIOUS TOURISM: OVERVIEW AND FUTURE RESEARCH AGENDA,2025,journal-article,期刊论文,GeoJournal of Tourism and Geosites,"Asociatia de Geografie, Turism si Sport","Universitas Airlangga, Department of Islamic Economics, Faculty of Economics and Business, Surabaya, Indonesia; Fitranty ADIRESTUTY; Universitas Pendidikan Indonesia, Islamic Economics & Finance Department, Faculty of Economics and Business Education, Bandung, Indonesia; Ririn Tri RATNASARI; Universitas Airlangga, Center for Halal Industry and Digitalization, Faculty of Economics and Business, Surabaya, Indonesia; Akhmad Kusuma WARDHANA; Prince of Songkla University, Department of Environmental Management, Hatyai, Thailand; Denizar Abdurrahman MIRAJ; Sakarya University, Serdivan, Institute of Social Sciences, Sakarya, Türkiye; Mohamed BATTOUR; College of Business Administration, A’Sharqiyah University, Ibra, Oman and Faculty of Business Administration, Nahda University, Beni Suef, Egypt",10.30892/gtg.58116-1401,https://doi.org/10.30892/gtg.58116-1401,12,religious tourism,True
en,relaxed,china,C_单边_文旅核心,Generating Chinese intangible cultural heritage images with structure and color awareness,2025,journal-article,期刊论文,npj Heritage Science,Springer Science and Business Media LLC,Jingjing Zou; Yingjun Du; Gangtian Liu; Ziyun Jiao; Hui Zhang,10.1038/s40494-025-02150-7,https://doi.org/10.1038/s40494-025-02150-7,7,Chinese Arab cultural heritage,False
en,relaxed,arab,C_单边_文旅核心,Global investment management trends in transnational tourism,2025,journal-article,期刊论文,Galician economic journal,Ternopil Ivan Puluj National Technical University,Viktoriia Matsuka; Maryna Horbashevska,10.33108/galicianvisnyk_tntu2025.04.163,https://doi.org/10.33108/galicianvisnyk_tntu2025.04.163,0,Chinese investment Arab tourism,True
en,relaxed,china,C_单边_文旅核心,Guardians of Rural Heritage: Exploring Residents’ Attitudes towards the Inheritance of Intangible Cultural Heritage in Chinese Traditional Villages,2025,journal-article,期刊论文,New Countryside,Japan Bilingual Publishing Co.,Huaheng Shen; Lingyun Yu; Nor Fadzila Aziz; Peng Li; Yufeng Long; Yu Luo; Xiaokang Xiang,10.55121/nc.v3i2.182,https://doi.org/10.55121/nc.v3i2.182,0,Chinese Arab cultural heritage,True
en,relaxed,china,C_单边_文旅核心,Guzheng Music Literacy: Preserving Cultural Heritage through Music Education in Chinese Universities,2025,journal-article,期刊论文,International Journal of Education and Literacy Studies,Australian International Academic Centre,Ying Huang; Sayam Chuangprakhon; Piyapun Santaveesuk,10.7575/aiac.ijels.v.13n.2p.11,https://doi.org/10.7575/aiac.ijels.v.13n.2p.11,2,Chinese Arab cultural heritage,True
en,relaxed,arab,C_单边_文旅核心,HOW DOES ISLAMIC ART CONTRIBUTE TO ENRICHING ARAB-EUROPEAN CULTURAL DIVERSITY?,2025,journal-article,期刊论文,International Journal of Innovative Technologies in Social Science,RS Global Sp. z O.O.,Mebarek Fadhila; Mohamedi Riahi Rachida,10.31435/ijitss.2(46).2025.3293,https://doi.org/10.31435/ijitss.2(46).2025.3293,0,China Arab cultural exchange,True
en,relaxed,arab,C_单边_文旅核心,"Halal Tourism Development: Blue Economy Based on Local Wisdom In Lampung Province, Indonesia",2025,journal-article,期刊论文,IQTISHODUNA: Jurnal Ekonomi Islam,Institut Agama Islam Syarifuddin Lumajang,Mardhiyah Hayati; Mad Heri,10.54471/iqtishoduna.v14i2.2896,https://doi.org/10.54471/iqtishoduna.v14i2.2896,0,China halal tourism,True
en,relaxed,arab,C_单边_文旅核心,Halal Tourism Ecosystem In Indonesia,2025,journal-article,期刊论文,Al-Hijrah: Journal of Islamic Economics And Banking,Institut Agama Islam Sumatera Barat Pariaman,Sugianto Uslan; Siti Mutmainah,10.55062/alhijrah.v3i1.788,https://doi.org/10.55062/alhijrah.v3i1.788,0,China halal tourism,True
en,relaxed,arab,C_单边_文旅核心,Halal Tourism Policy in the Southeast Asian Countries,2025,journal-article,期刊论文,SOSHUM : Jurnal Sosial dan Humaniora,Politeknik Negeri Bali,Universitas Indonesia; Ali Muhyidin; Muhammad Imam; Universitas Indonesia; Donni Edwin; Universitas Indonesia; Amri Yusra; Universitas Indonesia,10.31940/soshum.v15i1.10-18,https://doi.org/10.31940/soshum.v15i1.10-18,2,China halal tourism,True
en,relaxed,arab,C_单边_文旅核心,Halal Tourism Settings on Lombok Island,2025,journal-article,期刊论文,JIHAD : Jurnal Ilmu Hukum dan Administrasi,Lembaga Penelitian dan Pendidikan (LPP) Mandala,Allan Mustafa Umami; Fatria Hikmatiar Alqindy,10.58258/jihad.v7i1.8468,https://doi.org/10.58258/jihad.v7i1.8468,0,China halal tourism,True
en,relaxed,arab,C_单边_文旅核心,Halal Tourism Village Development Concept,2025,journal-article,期刊论文,MIMBAR : Jurnal Sosial dan Pembangunan,Universitas Islam Bandung (Unisba),Irland Fardani; Verry Damayanti; Ernady Syaodih; Hani Burhanudin; Rama Arianto Widagdo,10.29313/mimbar.v41i1.5046,https://doi.org/10.29313/mimbar.v41i1.5046,0,China halal tourism,True
en,relaxed,arab,C_单边_文旅核心,Halal tourism and Sasak culture: ANP approach,2025,journal-article,期刊论文,Journal of Islamic Marketing,Emerald,Putri Reno Kemala Sari; Rosyia Wardani; Galuh Ratna Mutia; Syaiful Amri; Ririrn Tri Ratnasari,10.1108/jima-10-2024-0473,https://doi.org/10.1108/jima-10-2024-0473,6,China halal tourism,True
en,relaxed,arab,C_单边_文旅核心,Halal tourism research in Indonesian context: a bibliometric analysis,2025,journal-article,期刊论文,Discover Sustainability,Springer Science and Business Media LLC,Taufiq Kurniawan; Mohammad Fakhrul Islam; Md. Abu Issa Gazi; Md Billal Hossain,10.1007/s43621-025-00959-7,https://doi.org/10.1007/s43621-025-00959-7,6,China halal tourism,True
en,relaxed,arab,C_单边_文旅核心,Harmonisation of Religious Tourism and Local Sasak Culture In the Implementation of Sustainable Tourism at Loang Baloq Cemetery Tourism,2025,journal-article,期刊论文,Path of Science,Publishing Center Dialog,Nurul Haromain; Mahyuni Mahyuni; Lalu Thohir,10.22178/pos.124-49,https://doi.org/10.22178/pos.124-49,0,religious tourism,True
en,relaxed,china,C_单边_文旅核心,Harmonizing Heritage: Strategies for the Preservation and Commercialization of Cultural Artifacts,2025,journal-article,期刊论文,"Advances in Economics, Management and Political Sciences",EWA Publishing,Zixin Huang,10.54254/2754-1169/2024.19549,https://doi.org/10.54254/2754-1169/2024.19549,0,China Arab cultural heritage preservation,True
en,relaxed,china,C_单边_文旅核心,Heritage Conservation and China’s Belt and Road Initiative,2025,journal-article,期刊论文,Pacific Affairs,Informa UK Limited,Parama Sinha Palit,10.1080/17153379.2025.12558659,https://doi.org/10.1080/17153379.2025.12558659,0,Belt and Road Initiative,False
en,relaxed,china,C_单边_文旅核心,Heritage Transformation and Identity Construction: Peranakan Chinese Architecture in Lasem's Cultural Landscape,2025,journal-article,期刊论文,Herança,UK Zhende Publishing Limited Company,July Hidayat; Ira Brunchilda Hubner,10.52152/heranca.v8i4/1189,https://doi.org/10.52152/heranca.v8i4/1189,0,Chinese Arab cultural heritage,True
en,relaxed,arab,C_单边_文旅核心,Heritage and Identity: Neoliberal Mega-Projects in Mecca,2025,journal-article,期刊论文,International Journal of Islamic Architecture,Intellect,Can Özerdem,10.1386/ijia_00162_1,https://doi.org/10.1386/ijia_00162_1,0,China Mecca tourists,True
en,relaxed,china,C_单边_文旅核心,Heritage safeguarding as a method: ethnic cultural reconstruction in China,2025,journal-article,期刊论文,International Journal of Heritage Studies,Informa UK Limited,Qiaoyun Zhang; Chengyan Han; Chao Liu,10.1080/13527258.2025.2595085,https://doi.org/10.1080/13527258.2025.2595085,1,China Arab cultural heritage,False
en,relaxed,china,C_单边_文旅核心,"Heritage trees of Lingshui, China: Diversity, distribution, and conservation challenges",2025,journal-article,期刊论文,BioResources,BioResources,Chunping Xie; Chan Huang; Shuangshuang Jiang; Erlin Tian; Dawei Liu,10.15376/biores.20.3.5429-5444,https://doi.org/10.15376/biores.20.3.5429-5444,1,China Arab heritage,True
en,relaxed,arab,C_单边_文旅核心,"Heritage, Tourism Experience, and food as Cultural Heritage: Highlights From Jordan",2025,book-chapter,图书章节,Gastronomic Tourism,CABI,Abdelkader Ababneh,10.1079/9781800628854.0005,https://doi.org/10.1079/9781800628854.0005,0,China Jordan tourism,False
en,relaxed,arab,C_单边_文旅核心,"Heritage, tourism, and community: developing community-based tourism in Old Dongola, Sudan",2025,journal-article,期刊论文,Polish Archaeology in the Mediterranean,University of Warsaw,Tomomi Fushiya,10.37343/uw.2083-537x.pam34.2.6,https://doi.org/10.37343/uw.2083-537x.pam34.2.6,0,China Sudan tourism,True
en,relaxed,china,C_单边_文旅核心,Heritage-led rural gentrification and the heritage–village relationship: The case of Badaling Town in China,2025,journal-article,期刊论文,Transactions in Planning and Urban Research,SAGE Publications,Jing Gao; Junjie Wang; Linlin Dai,10.1177/27541223251401294,https://doi.org/10.1177/27541223251401294,1,China Arab heritage,True
en,relaxed,arab,C_单边_文旅核心,Hofstede's cultural dimensions and public communication in Morocco: between identity heritage and institutional modernity,2025,journal-article,期刊论文,International Journal of Scientific Research and Innovative Studies,International Journal of Scientific Research and Innovative Studies,Arbaoui Faiçal,10.63883/ijsrisjournal.v4i5.477,https://doi.org/10.63883/ijsrisjournal.v4i5.477,0,China Morocco cultural heritage,True
en,relaxed,arab,C_单边_文旅核心,Hospitality and Heritage Tourism Production in the Northern Emirates,2025,book-chapter,图书章节,"Advances in Science, Technology &amp; Innovation",Springer Nature Switzerland,Adriaan De Man,10.1007/978-3-031-59325-3_17,https://doi.org/10.1007/978-3-031-59325-3_17,0,China Emirates tourism,False
en,relaxed,arab,C_单边_文旅核心,"How non-Muslim tourists experience halal tourism in Lombok, Indonesia",2025,journal-article,期刊论文,Current Issues in Tourism,Informa UK Limited,Muaidy Yasin; Muhammad Azizurrohman; Lalu Edy Herman Mulyono; Jamaluddin Jahid Haneng; Liza Mumtazah Damarwulan; Sri Rahayu,10.1080/13683500.2025.2510446,https://doi.org/10.1080/13683500.2025.2510446,12,China halal tourism,False
en,relaxed,arab,C_单边_文旅核心,Human Resource Readiness for Big Data-Based Halal Tourism,2025,journal-article,期刊论文,Indonesian Journal of Law and Economics Review,Universitas Muhammadiyah Sidoarjo,Nanik Dela Meriandini; Farid Ardyansyah; Khoirun Nasik,10.21070/ijler.v20i4.1330,https://doi.org/10.21070/ijler.v20i4.1330,0,China halal tourism,True
en,relaxed,china,C_单边_文旅核心,"Human dimensions influencing karst landscapes at a World Heritage Site, China",2025,journal-article,期刊论文,Ecological Frontiers,Elsevier BV,Guizhen He; Yu Cheng; Mingzhao Yu; Li Xu; Long Chen,10.1016/j.ecofro.2025.07.010,https://doi.org/10.1016/j.ecofro.2025.07.010,0,China Arab heritage,False
en,relaxed,arab,C_单边_文旅核心,INCORPORATING ISLAMIC PRINCIPLES IN EVENT CONTENT: ENHANCING THE APPEAL OF ISLAMIC TOURISM,2025,journal-article,期刊论文,Asian People Journal (APJ),Universiti Sultan Zainal Abidin,Fasekhah Ahmad Turjani; Mazni Saad; Syakir Amir Ab Rahman,10.37231/apj.2025.8.1.733,https://doi.org/10.37231/apj.2025.8.1.733,0,China Islamic tourism,True
en,relaxed,arab,C_单边_文旅核心,INDONESIA’S DIGITAL DIPLOMACY IN DEVELOPING THE HALAL TOURISM INDUSTRY,2025,journal-article,期刊论文,Quantum Journal of Social Sciences and Humanities,Quantum Academic Publisher Enterprise,NANDANIA ISRA'IYA; ABUBAKAR EBY HARA; SRI YUNIATI,10.55197/qjssh.v6i4.464,https://doi.org/10.55197/qjssh.v6i4.464,0,China halal tourism,True
en,relaxed,arab,C_单边_文旅核心,ISLAMIC ARCHITECTURAL HERITAGE AND ITS ROLE IN PROMOTING RELIGIOUS TOURISM – THE CASE OF ISLAMIC CULTURAL CAPITALS –,2025,journal-article,期刊论文,International Journal of Humanities and Educational Research,Rimar Academy Egitim Arastirma ve Danismanlik Limited Sirketi,,10.47832/2757-5403.31.28,https://doi.org/10.47832/2757-5403.31.28,0,China Islamic tourism,False
en,relaxed,arab,C_单边_文旅核心,Identifying the Potential of Islamic Mataram Culinary Footprints for Gastronomic Tourism in Yogyakarta,2025,journal-article,期刊论文,Ranah Research : Journal of Multidisciplinary Research and Development,Yayasan Dharma Indonesia Tercinta (Dinasti),Kiki Rizki Makiya; Eko Haryanto; Fitria Noviati,10.38035/rrj.v8i1.1961,https://doi.org/10.38035/rrj.v8i1.1961,0,Islamic tourism,True
en,relaxed,china,C_单边_文旅核心,"Impact of Chinese Heritage, Cultural Protection, and Green Innovation on Tourism Development",2025,journal-article,期刊论文,Sustainability,MDPI AG,Heng Li; Dachen Sheng,10.3390/su17094107,https://doi.org/10.3390/su17094107,3,Chinese Arab cultural heritage,True
en,relaxed,china,C_单边_文旅核心,Impact of Slowdown of Outbound Tourism from the People’s Republic of China on Asia and the Pacific,2025,report,报告,Asian Development Bank,Asian Development Bank,Infinite Sum Modelling LLC; Badri Narayanan Gopalakrishnan; Ma. Veronica Domingo; ADB Consultant; Sanchita Basu Das; Asian Development Bank,10.22617/wps250187-2,https://doi.org/10.22617/wps250187-2,0,China outbound tourism Gulf,True
en,relaxed,china,C_单边_文旅核心,Impact of emigration on outbound tourism: a cultural perspective,2025,journal-article,期刊论文,Tourism Review,Emerald,Changyao Song; Jamie M. Chen; Peter Nijkamp; Xinjian Li,10.1108/tr-10-2024-0883,https://doi.org/10.1108/tr-10-2024-0883,0,Chinese outbound tourism Middle East,True
en,relaxed,china,C_单边_文旅核心,Impacts of cultural exchange and industrial development on household credit pressure in China,2025,journal-article,期刊论文,Finance Research Letters,Elsevier BV,Lina Deng; Chenyu He; Yi Ran; Chaoyi Wang,10.1016/j.frl.2025.108607,https://doi.org/10.1016/j.frl.2025.108607,1,China Arab cultural exchange,False
en,relaxed,arab,C_单边_文旅核心,Implementing Islamic Values in Sharia Tourism Practices: A Case Study of the Sapuro Religious Tourism Destination in Pekalongan,2025,journal-article,期刊论文,Abdurrauf Journal of Islamic Studies,Institusi Kampus Sekolah Tinggi Agama Islam Syekh Abdur Rauf Aceh Singkil,Hendri Hermawan Adinugraha; Achmad Tubagus Surur; Muhammad Zheeva Al-Kasyaf; Syauqie Muhammad Marier,10.58824/arjis.v4i2.334,https://doi.org/10.58824/arjis.v4i2.334,2,China Islamic tourism,True
en,relaxed,china,C_单边_文旅核心,Information search behavior and travel intention of Chinese outbound tourists: mediating role of attitude,2025,journal-article,期刊论文,Consumer Behavior in Tourism and Hospitality,Emerald,Pimtong Tavitiyaman; Xinyan Zhang,10.1108/cbth-02-2025-0053,https://doi.org/10.1108/cbth-02-2025-0053,0,Chinese Arab tourists,True
en,relaxed,china,C_单边_文旅核心,"Innovative Strategies for Smart Tourism Growth in Zhuhai, China",2025,journal-article,期刊论文,International Journal of Scientific Research and Management (IJSRM),Valley International,Elda Nurmalinda; Myrza Rahmanita; Liu Zi Tao,10.18535/ijsrm/v13i02.t01,https://doi.org/10.18535/ijsrm/v13i02.t01,1,China Arab tourism,True
en,relaxed,arab,C_单边_文旅核心,Instagrammable Destinations: The use of Photographs in Digital Tourism Marketing in the United Arab Emirates,2025,posted-content,预印本,Elsevier BV,Elsevier BV,Noela Michael; Mohamed Aamir Chunawala; Francesc Fusté-Forné,10.2139/ssrn.5327577,https://doi.org/10.2139/ssrn.5327577,0,China Emirates tourism,True
en,relaxed,china,C_单边_文旅核心,Intangible Cultural Heritage Protection and Employment Dynamics: Empirical Evidence for China,2025,posted-content,预印本,Springer Science and Business Media LLC,Springer Science and Business Media LLC,xue Li; Na Tan,10.21203/rs.3.rs-7780223/v1,https://doi.org/10.21203/rs.3.rs-7780223/v1,0,China Arab cultural heritage,True
en,relaxed,china,C_单边_文旅核心,Integrating Artificial Intelligence and Extended Reality for Enhanced Cultural Heritage Preservation,2025,journal-article,期刊论文,International Journal of Gaming and Computer-Mediated Simulations,IGI Global Scientific Publishing,Xin Min Jin; Limin Zhang; Shuyi Zhang; Jian Teng,10.4018/ijgcms.394881,https://doi.org/10.4018/ijgcms.394881,0,China Arab cultural heritage preservation,True
en,relaxed,china,C_单边_文旅核心,Integrating Intangible Cultural Heritage into Basic Chinese Language Education via Big Data1,2025,book-chapter,图书章节,Frontiers in Artificial Intelligence and Applications,IOS Press,Wen Huang,10.3233/faia250468,https://doi.org/10.3233/faia250468,0,Chinese Arab cultural heritage,True
en,relaxed,arab,C_单边_文旅核心,Integration of Islamic Values and Sustainable Tourism: The Case of FIFA World Cup Qatar 2022,2025,journal-article,期刊论文,Eurasian Journal of Economic and Business Studies,University of International Business,Deniz Can Ekren,10.47703/ejebs.v69i2.486,https://doi.org/10.47703/ejebs.v69i2.486,1,China Qatar tourism,True
en,relaxed,arab,C_单边_文旅核心,International Non-Muslim Tourists’ Satisfaction with Saudi Arabia’s Islamic Destination Attributes: Insights and Implications for Tourism Development,2025,journal-article,期刊论文,Journal of Quality Assurance in Hospitality &amp; Tourism,Informa UK Limited,Mohammed Basendwah; Suraiyati Rahman; Mohammed Alawi Al-Sakkaf,10.1080/1528008x.2025.2602782,https://doi.org/10.1080/1528008x.2025.2602782,0,China Saudi tourists,False
en,relaxed,china,C_单边_文旅核心,International Tourism Economic Cooperation Model under the Background of the Belt and Road Initiative,2025,journal-article,期刊论文,"Journal of Global Economy, Business and Finance",Century Science Publishing Co,Yiming Wang,10.53469/jgebf.2025.07(10).07,https://doi.org/10.53469/jgebf.2025.07(10).07,0,China Belt and Road tourism,True
en,relaxed,china,D_单边_弱文旅,"Investigation of thermal comfort for patients and visitors in a hospital in Lanzhou, Northwest China",2025,journal-article,期刊论文,Building Services Engineering Research &amp; Technology,SAGE Publications,Yuanfeng Lu; Ye Wang; Tian Tian; Zhenggang Ba,10.1177/01436244251361310,https://doi.org/10.1177/01436244251361310,3,Arab visitors China,True
en,relaxed,arab,C_单边_文旅核心,Iraq Accessibility to Cultural Sites in Iraq after the war International School HERITAGE TOURISM FOR ALL,2025,posted-content,预印本,Elsevier BV,Elsevier BV,Ahmed Aubais Alfatlawi,10.2139/ssrn.5131377,https://doi.org/10.2139/ssrn.5131377,0,China Iraq tourism,False
en,relaxed,arab,C_单边_文旅核心,Islamic Business Ethics in Saudi Tourism: The Mediating Role of Spiritual Satisfaction in Driving Loyalty and Profitability,2025,journal-article,期刊论文,Journal of Islamic Finance and Economic Studies,CV. SPDF Harmony,Abdelrahman Ahmed Abdelhai Abdelghani; Hebatallah Ahmed Mokhtar Ahmed,10.64268/jifes.v1i2.41,https://doi.org/10.64268/jifes.v1i2.41,0,Islamic tourism,True
