query_language,title,year,venue,authors,doi,openalex_url,matched_keywords,relation_sides,cited_by_count,type
ar,تفعيل المحميات الطبيعية كبديل استراتيجي لترقية السياحة البيئية ودعم التنمية المستدامة بالجزائر,2020,,محمد زبير; مراد بريك; فتيحة بوزيان,,https://openalex.org/W3128055520,['السياحة البيئية'],arab,0,article
ar,مبخرة حجرية من مقتنيات المتحف الوطني بصنعاء (دراسة تحليلية أثرية),2025,مجلة جامعة صنعاء للعلوم الإنسانية,نوال أحمد أحمد العرشي,10.59628/jhs.v4i8.1775,https://openalex.org/W4413828727,['المتحف'],arab,0,article
ar,التعاون بين الصين والدول العربية في نشر الكتب: بناءعلى منهجية تحليل الشبكات الاجتماعية,2025,مجلة کلية التربية بدمياط,نيه مينغ جون,10.21608/jsdu.2025.375747.1568,https://openalex.org/W4412358725,['التعاون الصيني العربي'],both,0,article
ar,"واقع وآفاق التنمية السياحية في ظل التحديات الراهنة:, حالة الجزائر",2010,مجلة المعيار,خيثر هواري,10.54191/2320-000-002-014,https://openalex.org/W4411764821,['التنمية السياحية'],arab,0,article
ar,الخصائص الاقتصادية والاجتماعية لسياح ساحل منطقة عسير,2021,مجلة العلوم التربوية و الدراسات الإنسانية,فايز محمد مشبب آل سليمان; سعد جبران بن هادي القحطاني; مارش احمد سعيد العديني; روان بنت حسين بن جمعان الزهراني,10.55074/hesj.v7i16.274,https://openalex.org/W3179284708,['الحج والعمرة'],arab,0,article
ar,"واقع وتحديات مرتكزات صناعة السياحة مع الإشارة إلى إسهاماتها في الاقتصاد:, دراسة حالة الجزائر",2016,مجلة الإدارة والتنمية للبحوث والدراسات,إبراهيم بوناب محمد أمين,10.51991/2230-000-010-012,https://openalex.org/W4248795347,['صناعة السياحة'],arab,0,article
ar,""" الفنادق العضویة فى مناطق السیاحة البیئیة المصریة الصحراویة دراسة حالة على المنهاج الفکریة و آلیات التطبیق """,2016,Journal of Al-Azhar University Engineering Sector,رضا حماده; و علاء الدین إبراهیم; وهشام محمد,10.21608/auej.2016.19321,https://openalex.org/W2900680803,['السياحة البيئية'],arab,0,article
ar,تطبيق خصائص المدينة الذكيه في البيئات الحضرية غير الذكية لتعزيز التجارب السياحية وتنمية المجتمع: دراسة حالة مدينة الإسكندرية - مصر,2024,المجلة العلمیة لکلیة السیاحة و الفنادق جامعة الأسکندریة,سمر القصراوي,10.21608/thalexu.2024.263674.1122,https://openalex.org/W4400385703,['صناعة السياحة'],arab,0,article
ar,الالتزام بضمان السلامة في عقد السياحة - دراسة تحليلية مقارنة بين القانون القطري والقانون الفرنسي.,2020,DOAJ (DOAJ: Directory of Open Access Journals),جابر علي محجوب; صابر بن علي القديري,,https://openalex.org/W4405393695,['السائح'],arab,0,article
ar,دراسة اثر تداعیات فیرس كرونا علی الطلب السیاحی المصری,2021,المجلة الدولية للتراث والسياحة والضيافة,صباح محمد محمود ابراهیم; مهاب حسین شفیق البشبیشی,10.21608/jihtha.2021.281957,https://openalex.org/W4318811889,['صناعة السياحة'],arab,0,article
ar,الوظائف في بلاد الحجاز في القرنين السابع والثامن الهجري/ الثالث عشر والرابع عشر الميلادي,2025,Academic Journal of Research and Scientific Publishing,باحث ماجستير التاريخ الإسلامي، كلية الآداب والفنون، جامعة بيشة، المملكة العربية السعودية; أمجد الحربي; محمد الوجيه; أستاذ مشارك التاريخ الإسلامي، كلية الآداب والفنون، جامعة بيشة، المملكة العربية السعودية، وجامعة صنعاء، اليمن,10.52132/ajrsp/v6.72.4,https://openalex.org/W4409350317,['العمرة'],arab,0,article
ar,الآثار المحتملة من تطبیق معیار التقاریر المالیة (IFRS9) على أنظمة المعلومات المصرفیة,2019,الفکر المحاسبى,محمد المهدی الأمیر أحمد,10.21608/atasu.2019.38338,https://openalex.org/W2962667656,['الآثار'],arab,2,article
ar,اثر الطلب السياحي والاستثمار السياحي في تعزيز النمو الاقتصادي في العراق للمدة (1980-2020),2021,Economic Studies,يونس علي احمد استاذ مساعد; سازان امير رؤوف المدرس,,https://openalex.org/W3207686752,['السياحي'],arab,0,article
ar,دراسة تحلیلیة للخدمات الترویحیة لبعض مناطق سیاحة الآثار الغارقة بمحافظة الإسكندریة,2022,المجلة العلمية لعلوم التربية البدنية والرياضة المنصورة,سهام الفقی,10.21608/ejsk.2022.172146.1169,https://openalex.org/W4313475612,"['السياحة العلاجية', 'المتاحف']",arab,0,article
ar,""" الضيافة في القرآن الكريم والسنة النبوية دراسة بلاغية "" Hospitality In The Holy Quran And The Sunnah Of The Prophet A Rhetorical Study""",2024,مجــلة کلیة اللغة العربیة بأســیوط,عبد الرحيم إبراهيم الخطيب,10.21608/jfla.2024.324531.1449,https://openalex.org/W4405165061,['الضيافة'],arab,0,article
ar,سبل تطوير السياحة الجبلية لتسويقها سياحيا في اقليم كوردستان العراق,2020,Polytechnic Journal of Humanities and Social Sciences,عفاف یوسف نوری,10.25156/ptjhss.v1n2y2020.pp107-132,https://openalex.org/W3138008588,"['التنمية السياحية', 'السائحين']",arab,0,article
ar,دراسة أثرية عمرانية لميناء الإسکندرية وتطوره فى القرن التاسع عشر الميلادي,2021,Mağallaẗ Al-Dirāsāt Al-Insāniyyah wal-Adabiyyah /Mağallaẗ Al-Dirāsāt Al-Insāni yyaẗ wa Al-Adabiyyaẗ,د. احمد سعيد عثمان بدر,10.21608/shak.2021.151294,https://openalex.org/W3132620899,['السفر'],arab,0,article
ar,الفصل الثامن: الدعاية بواسطة الحج,2021,Centre français de recherche de la péninsule Arabique eBooks,لـــوك شـــانـــتر,10.4000/books.cefas.3492,https://openalex.org/W3184857383,['الحج'],arab,0,book-chapter
ar,إستخدام تحلیل الأهمیة والأداء لتحدید العوامل المؤثرة على الأحداث المستدامة: من وجهة نظر السائحین,2021,مجلة کلية السياحة والفنادق - جامعة مدينة السادات,مروة عبدالوارث,10.21608/mfth.2021.207406,https://openalex.org/W4206491969,['السائحين'],arab,0,article
ar,الجغرافيا السياحية في سلطنة عمان، محافظة ظفار أنموذجا,2019,المجلة العربية للدراسات الجغرافية,عيسى بن تمان العمري,10.21608/jasg.2019.54061,https://openalex.org/W2987499627,"['التنمية السياحية', 'السياحية']",arab,0,article
ar,تعزيز أداء الموظفين من خلال الابتكار في مكان العمل في صناعة الضيافة والسياحة: الدور المعدل لتبادل المعرفة,2025,مجلة کلية السياحة والفنادق - جامعة مدينة السادات,فتحية أبو سريع مصطفى; فاخورى شهدي أيوب; طارق جلال صقر; عايدة فايز صابر,10.21608/mfth.2025.427254,https://openalex.org/W4410470246,"['السفر', 'الضيافة', 'صناعة الضيافة']",arab,0,article
ar,دور الإنترنت في ترويج الخدمات السياحية : دراسة تطبيقية على المكاتب السياحية بالأردن,2017,المجلة العربية للعلوم و نشر الأبحاث,نور خلدون خليف المواجدة,10.12816/0036262,https://openalex.org/W2756267187,['السياحية'],arab,0,article
ar,الدبلوماسية والقوة الناعمة الصينية تجاه منطقة الشرق الاوسط بعد عام 2011م,2023,مجلة العلوم السياسية,اسراء خليل مجيد,10.30907/jcopolicy.vi66.681,https://openalex.org/W4388862870,['مبادرة الحزام والطريق'],both,0,article
ar,تأثير الممارسات البيئية في الرضا الوظيفي دراسة استطلاعية لاراء عينة من العاملين في هيئة السياحة العراقية في بغداد,2024,Journal of Administration and Economics,انسام وادي قدوري; مثنى معان أبراهيم,10.31272/jae.i144.1241,https://openalex.org/W4402566368,['السياحة'],arab,1,article
ar,آفاق جديده لتطوير السياحة الآثارية في السودان,2015,,إبراهيم موسى محمد,10.46673/1311-000-035-008,https://openalex.org/W3106918684,['السياحة'],arab,0,article
ar,القيم التشکيلية للعناصر الزخرفية في فن القط العسيري ومدى الإفادة منها في تأکيد الموروث الثقافي من خلال إعداد تصاميم طباعيه حديثه للمنسوجات.,2020,Maǧallaẗ Al-Funūn wa Al-ʿulūm Al-Insāniyyaẗ,,10.21608/mjas.2020.142218,https://openalex.org/W4249988672,['الموروث الثقافي'],arab,0,article
ar,مقومات التنمية السياحية واثرها في تحقيق التنويع الاقتصادي في العراق (السياحة الدينية انموذجا ),2020,Iraqi Journal of Economic Sciences,جامعة القادسية / كلية الادارة والاقتصاد; م. شذى سالم دلي,10.31272/ijes.2019.62.4,https://openalex.org/W3012762423,"['التنمية السياحية', 'السياحة الدينية']",arab,0,article
ar,نصوص مسمارية غير منشورة من العصر البابلي القديم مصادرة من المتحف العراقي,2020,,رغد جمال محمد غريب علي الجبوري,10.33953/0381-003-005-035,https://openalex.org/W4411837752,['المتحف'],arab,0,article
ar,الآثار الاقتصادیة للسیاحة فى مصر خلال الفترة 2004 - 2013,2015,المجلة العلمية للإقتصاد و التجارة,هناء عبدالعاطى حسن اسماعیل,10.21608/jsec.2015.163910,https://openalex.org/W3156961074,['التنمية السياحية'],arab,0,article
ar,أثر الموروث في اللاوعي الجمعي ودورهما في تلقي النص,2025,Humanitarian and Natural Sciences Journal,أمل محمود أبو عون,10.53796/hnsj610/14,https://openalex.org/W4414718742,['الموروث الثقافي'],arab,0,article
ar,استكشاف تأثير الذكاء الاصطناعي على تخصيص البرامج السياحية: الأدوار الوسيطة للجاهزية وجودة البيانات واتخاذ القرار في وكالات السفر ا لمصرية,2025,مجلة کلية السياحة والفنادق - جامعة مدينة السادات,احمد محروس خضير,10.21608/mfth.2025.446740,https://openalex.org/W4413171560,"['السائحين', 'السفر']",arab,0,article
ar,دراسة عناصر الاتصال التسويق السياحي الأكثر تأثيرا في تحسين الصورة الذهنية للسياحة الداخلية بالجزائر,2021,مجلة أبحاث ودراسات التنمية - Revue Recherches et Etudes en Développement -,محمد أمين رماس; زقاي حميدي; رجاء زواد,,https://openalex.org/W3197008464,['التسويق السياحي'],arab,0,article
ar,تطور شکل السکة الموحدية من خلال أربعة نماذج غير منشورة للدرهم المستدير,2012,دورية کان التاريخية,محمد موشموش,10.21608/kan.2012.104435,https://openalex.org/W2971427386,['المتحف'],arab,0,article
ar,دور المنتج الترویحی السیاحى فى صناعة حرکة السیاحة الترویحیة الوافدة الى جمهوریة مصر العربیة,2020,المجلة العلمية لعلوم وفنون الرياضة,رأفت عبد الرؤوف محمد أحمد بکرى,10.21608/ijssaa.2020.36537.1236,https://openalex.org/W3099636696,['السائحين'],arab,0,article
ar,تنافسية القطاع السياحي في الجزائر ومتطلبات تطويره,2015,مجلة الاقتصاد و التنمية البشرية,زيدان زهية,10.35658/1445-000-011-040,https://openalex.org/W2586723778,['السياحي'],arab,0,article
ar,الرحلات العلمية من و إلى المغرب العربي و دورها في تنشيط الحركة العلمية و التعليمية بالمغرب العربي,2011,مجلة الممارسات اللغوية,صافية كساس,10.35269/1452-000-008-009,https://openalex.org/W2299821673,['الرحلات'],arab,0,article
ar,تقييم أعمال الترميم السابقة بجامع سامراء ذو الملوية بدولة العراق(234هـ -237هـ/ 848م -851م)، وفق الاشتراطات الدولية,2017,Maǧallaẗ Kulliyyaẗ Al-Aṯār Bi-Qinā - Ǧāmiʿāt Ǧānūb Al-Wādi,عصام حشمت,10.21608/mkaq.2017.158298,https://openalex.org/W3136949338,['المعالم الأثرية'],arab,0,article
ar,الآثار والهوية في الوطن العربي,2020,المجلة العربية للعلوم الإنسانية,أحمد سعيد; سلطان الدويش; السيد محفوظ; نعمان محمود أحمد جبران; فهد الوهيبي,10.34120/0117-038-150-009,https://openalex.org/W3082477654,['الآثار'],arab,0,article
ar,الإعلام المتخصص ودوره فـي تنمية السياحة البيئية فـي الجزائر. -دراسة وصفية في إطار صياغة إستراتجية إعلامية وطنية –,2018,مجلة البحوث العلمية في التشريعات البيئية,أمينة بكار; سميرة كتفي,,https://openalex.org/W2883948735,['السياحة البيئية'],arab,0,article
ar,Analaysis of Students Need To Develop A Speaking Skill Textbook Based On A Communicative Approach/ احتياجات الطلاب إلى تطوير الكتاب المدرسي لمهارة الكلام المستند إلى المنهج الاتصالي,2022,Jurnal Al-Maqayis,Rojja Pebrian; Saproni Saproni; Alfitri Alfitri,10.18592/jams.v9i1.5168,https://openalex.org/W4281645969,['الحج والعمرة'],arab,0,article
ar,فاعلیة استخدام التعلم الإلکترونی التشارکی( المتزامن) فی تدریس القواعد النحویة على التحصیل والاتجاه نحوها لدى طلاب المرحلة الثانویة العامة,2020,مجلة التربية في القرن 21 للدراسات التربوية والنفسية,,10.21608/jsep.2020.84362,https://openalex.org/W4205538126,['الضيافة'],arab,0,article
ar,فندق رمسيس هيلتون فى القاهرة: تاريخ البناء لرمز من رموز القاهرة المعاصرة (1974-1982),2024,مجلة کلية السياحة والفنادق - جامعة مدينة السادات,أسعد عرفة زكى,10.21608/mfth.2024.343118,https://openalex.org/W4392626379,['صناعة السياحة'],arab,0,article
ar,الدور الثقافي والجمالي للتصوير الجداري علي الأبنية العامة دراسة تطبيقية بمدينة أسيوط ( معـرض منظـر ),2024,Maǧallaẗ Al-Funūn wa Al-ʿulūm Al-Insāniyyaẗ,سحر بطرس نجيب,10.21608/mjas.2024.330505.1276,https://openalex.org/W4405163344,['الموروث الثقافي'],arab,0,article
ar,منظور إنسانی فی التصمیم الداخلی لبهو الفنادق المعاصرة فی الشرق الأوسط: حالة فنادق الکویت الخمس نجوم,2021,مجلة العمارة والفنون والعلوم الإنسانية,فوزی الزامل,10.21608/mjaf.2021.89858.2439,https://openalex.org/W3200673525,['الضيافة'],arab,0,article
ar,دراسة قياسية لمسار التنمية السياحية وفق هيكل مؤشر تنافسية السفر و السياحة - دراسة حالة الجزائر و الإمارات العربية المتحدة (2001 - 2021),2023,Dépôt Institutionnel de lUniversité de Tlemcen,Asmaa Hadjira Sebbane,,https://openalex.org/W7135322929,"['التنمية السياحية', 'السفر', 'السفر والسياحة']",arab,0,dissertation
ar,الحماية القانونية للتراث الثقافي في التشريع المصري,2025,مجلة کلیة البنات الإسلامیة بأسیوط,حسن محمد عبد الموجود أحمد,10.21608/mkba.2025.415727,https://openalex.org/W4408172060,['التراث الثقافي'],arab,0,article
ar,نماذج من الأدوات الحجرية المستخدمة في الحياة اليومية في معابد اليمن القديم في فترة ما قبل الإسلام دراسة أثرية,2025,Journal Of Babylon Center for Humanities Studies,نوال أحمد أحمد العرشي,10.33843/1152-015-005-032,https://openalex.org/W4414965617,['المتاحف'],arab,0,article
ar,الرحلات الأوروبية مصدر لتاريخ الوطن العربي رحلة الدكتور شو انموذجا,2021,المجلة التاريخية الجزائرية,خميسي سعدي,,https://openalex.org/W3174835244,['الرحلات'],arab,0,article
ar,What Matters? Considering the Future of Cultural Heritage in Palestine,2010,Present Pasts,Nazmi Al-Ju’beh,10.5334/pp.21,https://openalex.org/W2150581487,['التراث الثقافي'],arab,0,article
ar,الإعلان التلفزيوني في الجزائر(نموذج الإعلان السياحي) سيميولوجيا,2015,Revue Sciences Humaines (Université des Frères Mentouri Constantine 1),مريم زعتر,,https://openalex.org/W2638894100,['السياحي'],arab,0,book
ar,دور تكنولوجيا التصميم الجرافيكي في عرض وتوثيق التراث - متحف جامعة أم القرى نموذجا,2025,مجلة العمارة والفنون والعلوم الإنسانية,أماني الثقفي,10.21608/mjaf.2025.412550.3802,https://openalex.org/W4414294378,"['السائح', 'المتاحف']",arab,0,article
ar,تحليل الآثار الجيوسياسية للمديونية في العراق,2025,مجلة كلية المأمون,شذى عبدالرحمان أسعد,10.36458/1253-000-044-010,https://openalex.org/W4414961576,['الآثار'],arab,0,article
ar,"التنمية السياحية المستدامة مسار نحو تنويع موارد الاقتصاد العراقي:, دراسة تحليلية",2020,مجلة رماح للبحوث والدراسات,إلهام خضير عباس شبر; إسراء سعد فهد سعود,10.33953/1371-000-045-004,https://openalex.org/W4411914507,['التنمية السياحية'],arab,0,article
ar,إدماج مفاهیم الاتصال التسویقی المتکامل من منظور اقتصادی فی تصمیم الإعلان السیاحی الداخلی (تطبیقا على إعلانات السیاحة التراثیة فی مصر),2021,مجلة العمارة والفنون والعلوم الإنسانية,هایدى یوسف ابو الغیط,10.21608/mjaf.2021.68040.2283,https://openalex.org/W3169333642,['السياحة التراثية'],arab,0,article
ar,دراسة تحلیلیة لأثر تداعیات فیرس كورونا علی الطلب السیاحی المصری,2021,المجلة الدولية للتراث والسياحة والضيافة,صباح محمد محمود إبراهیم; مهاب حسین شفیق البشبیشی,10.21608/jihtha.2021.286685,https://openalex.org/W4322752230,['صناعة السياحة'],arab,0,article
ar,الترويج الاعلاني واثره على قرار اختيار السائح للوجهة السيلحية بالجزائر حالة ولاية جيجل,2015,Revue des reformes Economique et intégration dans l’économie mondiale,مراد زايد; بلقاسم تويزة,,https://openalex.org/W2913331822,['السائح'],arab,0,article
ar,الشروط القانونية لاستغلال العقار السياحي في الجزائر,2014,revue critique de droit et sciences politiques,Benradja Rabya; صبايحي ربيعة,,https://openalex.org/W3096017092,['السياحي'],arab,0,article
ar,مدخل تطبیقی باستخدام فن الکولاج لتعزیز التراث فی الإعلان السیاحی,2019,مجلة العمارة والفنون والعلوم الإنسانية,شیماء صادق; منی عبد الرحیم,10.21608/mjaf.2019.11769.1129,https://openalex.org/W3136218126,['السائح'],arab,0,article
ar,دراسة مقارنة لنوعیات من النزل السیاحیة البیئیة (جمهوریة مصر العربیة - الإمارات العربیة المتحدة - جنوب أفریقیا),2019,International Journal of Development,هشام محفوظ,10.21608/jaid.2019.65005,https://openalex.org/W4244042545,"['السياحة البيئية', 'صناعة السياحة']",arab,0,article
ar,صون التراث الثقافي غير المادي في الأردن,2026,Maǧallaẗ Al-Turāṯ Al-ṮaqāfĪ.,سامرة -صبا المومني - القواسمة,10.21608/jhc.2026.503492,https://openalex.org/W7160774818,['التراث الثقافي'],arab,0,article
ar,"الإضاءة کأحد عناصر التخطيط المستدام لمتاحف الآثار المصرية Lighting as an Element of the Sustainable Strategy for Egyptian Antiquities Museums طارق کمال الدين عادلي ، رفيق رضا زارع موسى قسم الديکور , کلية الفنون الجميلة ، جامعة المنيا ، مصر",2021,Maǧallaẗ Al-Funūn wa Al-ʿulūm Al-Insāniyyaẗ,,10.21608/mjas.2021.177034,https://openalex.org/W4206901447,"['المتاحف', 'المتحف']",arab,0,article
ar,أثر بريخت في تشكيل الخطاب النقدي المسرحي العربي,2011,الخطاب,إسماعيل بن اصفية,,https://openalex.org/W2242762249,['الموروث الثقافي'],arab,0,article
ar,الاستثمار السياحي ضمن برامج ومخططات التنمية السياحية في الجزائر والآثار المترتبة عنها على مؤشرات التنمية الاقتصادية,2017,Mağallaẗ al-ՙulūm al-iqtiṣādiyaẗ wa al-tasyīr wa al-ՙulūm al-tiğāriyaẗ,بن منصور موسى,,https://openalex.org/W2772192106,['التنمية السياحية'],arab,0,article
ar,التسويق السياحي في الجزائر عبر مواقع التواصل الاجتماعي,2017,دراسات,إلهام نايلي,10.34118/0136-000-053-009,https://openalex.org/W2954831468,"['التسويق السياحي', 'السياحي']",arab,0,article
ar,لا جديد ، فلا تزال امريكا تحكم مصر,2012,,محمد سيف الدولة,,https://openalex.org/W2244753074,['السفر'],arab,0,article
ar,التطور التاريخي لقطاع السياحة في دولة الإمارات العربية المتحدة في عهد الشيخ خليفة بن زايد (2004 _ 2022م),2025,المؤرخ المصري,سيف الكتبي,10.21608/ehjc.2025.285517.1186,https://openalex.org/W4409436944,"['السائح', 'السائحين', 'الموروث الثقافي']",arab,0,article
ar,أثر النشاط السياحي على النمو الاقتصادي في ظل إستراتيجية تطوير السياحة الجزائرية,2018,مجلة العلوم الإنسانية,محمد الشريف منصوري,10.34174/0079-000-050-059,https://openalex.org/W2910436234,"['السياحة', 'السياحي']",arab,1,article
ar,نصوص مسمارية غير منشورة من العصر البابلي القديم في المتحف العراقي,2020,مجلة دراسات في التاريخ والآثار,م.م حسين محمد رضا,10.65074/8pmke579,https://openalex.org/W3170674299,['المتحف'],arab,0,article
ar,استثمار تقنيات الذكاء الاصطناعي بالمتاحف المصرية: دراسة استكشافية تخطيطية Investing in Artificial Intelligence Technologies in Egyptian Museums: A Planning Exploratory Study By: Somaya Sayed Mohamed,2024,بحوث في علم المکتبات والمعلومات,سمية سيد محمد عامر,10.21608/sjrc.2023.226741.1073,https://openalex.org/W4402458491,"['التراث الثقافي', 'المتاحف']",arab,0,article
ar,دور الإعلام السیاحی بالمواقع الإلکترونیة فی مواجهة أزمة السیاحة الحالیة بمصر,2020,مجلة کلية الآداب جامعة بنها,أمل صلاح عیسى,10.21608/jfab.2020.186012,https://openalex.org/W3185629578,['صناعة السياحة'],arab,0,article
ar,"إشکالیة تصنیف أبوللون کارنیوس - κάρνειος والحوریة کیرینى على النقود ""دراسة فى ضوء مجموعة غیر منشورة من المتحف المصرى بالقاهرة""",2020,أوراق کلاسيکية,نجلاء عزت,10.21608/acl.2020.89629,https://openalex.org/W3028276490,['المتحف'],arab,1,article
ar,تعزيز تجربة النزلاء والاستدامة في تصميم المراكز التجارية: دور اختيار المواد والتكامل البيولوجي.,2025,Al-Maǧallah Al-ʿarabiyyaẗ Al-Dawliyyaẗ Lil Fan wa Al-Taṣmīm Al-Raqamī,نور عبدالوهاب; ميرنا وليد; ايمان احمد السيد; انجي فتحي,10.21608/iajadd.2025.351301.1196,https://openalex.org/W4409848016,['الضيافة'],arab,1,article
ar,الاحتلال الإيطالي لليبيا وقانون حماية الآثار,2021,Journal of Human Sciences,يوسف صالح عبد السلام البغدادي,10.51984/johs.v19i2.1224,https://openalex.org/W4206018005,['الآثار'],arab,0,article
ar,مركز الزاوية الأسمرية للوثائق والمخطوطات وحفظ التراث ودوره في حفظ الموروث الثقافي الليبي,2024,مجلة الجامعة الأسمرية,فتحي سالم الزريقاني,10.59743/jau.v37i5.2141,https://openalex.org/W4406466320,['الموروث الثقافي'],arab,0,article
ar,تجليات التراث الشعبي في المسرح الجزائري,2016,مجلة جيل الدراسات الأدبية و الفكرية,صالح بو شعور محمد أمين,10.12816/0030240,https://openalex.org/W2550100206,['التراث'],arab,0,article
ar,التلقي في التراث النقدي العربي,2021,,مريم سالمي; العيد حنكة,,https://openalex.org/W3135924325,['التراث'],arab,0,article
ar,أهداف وطرائق جرد التراث الثقافي اللامادي في المغرب,2021,دورية کان التاريخية,المعطي بريان,10.21608/kan.2021.260853,https://openalex.org/W4297921349,['التراث الثقافي'],arab,0,article
ar,الفوائد والتحديات لاستخدامات الذكاء الاصطناعي في صناعة السياحة: رؤية تحليلية من وجهة نظر العاملين في شركات السياحة والفنادق,2024,مجلة کلية السياحة والفنادق - جامعة مدينة السادات,غادة محمود الإمام; مجدي عبد الرازق حسن,10.21608/mfth.2024.343226,https://openalex.org/W4392626390,"['السفر', 'السفر والسياحة', 'السياحة', 'الضيافة', 'صناعة السياحة']",arab,1,article
ar,"التسویق المجتمعی للمقصد السیاحی المصری کأداة لتعزیز الممارسات التسویقیه المستدامة "" بالتطبیق علی واحة سیوة """,2022,مجلة کلية السياحة والفنادق جامعة المنصورة,نسمة صبحی حسن الألفی; دعاء سمیر حزة; غادة علی حمود,10.21608/mkaf.2022.257838,https://openalex.org/W4295546913,['السائحين'],arab,0,article
ar,مستوى الدخل كأحد المقومات البشرية للسياحة الداخلية في قطاع غزة دراسة في جغرافية السياحة,2021,مجلة الجامعة الإسلامية للبحوث الإنسانية,عبد القادر ابراهيم حماد; عودة جميل الفليت,10.33976/iugjhr.v29i1.6439,https://openalex.org/W3118845929,"['السفر والسياحة', 'صناعة السياحة']",arab,0,article
ar,تأثير استخدام روبوتات الدردشة المدعومة بالذكاء الاصطناعي على نية السائح الشرائية,2025,مجلة کلية السياحة والفنادق - جامعة مدينة السادات,شمس حسن مندور,10.21608/mfth.2025.427749,https://openalex.org/W4410470398,"['السائح', 'السائحين', 'السفر والسياحة']",arab,0,article
ar,أثر استراتیجیات المواجهة على الضغط الوظیفی والتنقل المهنی للعاملین بالفنادق المصریة,2020,المجلة العلمیة لکلیة السیاحة و الفنادق جامعة الأسکندریة,Mohammed Elziny; Nancy Kamel,10.21608/thalexu.2020.36423.1025,https://openalex.org/W3120598872,"['الضيافة', 'صناعة الضيافة']",arab,0,article
ar,ابعاد مبادرة الحزام والطريق الصينية على منطقة الخليج العربي,2022,قضايا سياسية,هديل حربي ذاري; فكرت نامق عبد الفتاح,10.58298/202296,https://openalex.org/W4313116913,"['طريق الحرير', 'مبادرة الحزام والطريق']",both,0,article
ar,دور إدارات السیاحة المحلیة فی ترویج اقلیم شمال الصعید: دراسة تقیمیة من وجهة نظر المجتمع المحلی,2021,المجلة الدولية للتراث والسياحة والضيافة,معتز عبد الفتاح; سوزان بکرى; محمد أبوشوق,10.21608/jihtha.2021.211720,https://openalex.org/W4205877223,"['السائحين', 'السياحة البيئية']",arab,0,article
ar,متحف افتراضی لقطع ملبسیة مصریة اثریة مستنسخة,2022,مجلة البحوث فی مجالات التربیة النوعیة,سعد عبد الوهاب; یاسمین احمد محمود الکحکی,10.21608/jedu.2022.130609.1632,https://openalex.org/W4281249467,"['المتاحف', 'المتحف']",arab,0,article
ar,"""ظاهرة الاقتصاد الخفى"" الآثار وآلیات المواجهة",2020,المجلة القانونیة,أشرف إبراهیم عطیه,10.21608/jlaw.2020.141855,https://openalex.org/W3122028255,['الآثار'],arab,1,article
ar,أثر جرائم المال على صناعة السياحة فى مصر,2013,Journal of Association of Arab Universities for Tourism and Hospitality,Ibrahim Ahmed Ahmed Hammouda,10.21608/jaauth.2013.204515,https://openalex.org/W3213947492,['صناعة السياحة'],arab,0,article
ar,تشریعات حمایة العمالة والمسؤولیة الاجتماعیة للشركات فی السیاق المصری,2022,مجلة کلية السياحة والفنادق - جامعة مدينة السادات,محمد توفیق; محمد ابو طالب; عماد عبد العال; محمد فوزی عفیفی,10.21608/mfth.2022.271716,https://openalex.org/W4311077634,"['الضيافة', 'صناعة الضيافة']",arab,0,article
ar,عناصر التراث الثقافي اللامادي الجزائري ومنهجية صونه Elements of the Algerian intangible cultural heritage and its conservation methodology,2019,,حميدة سعاد,,https://openalex.org/W3093072906,['التراث الثقافي'],arab,0,article
ar,ترقية السياحة الفندقية في الجزائر,2019,مجلة دراسات وأبحاث,سامية قلوشة,10.35157/0578-011-004-014,https://openalex.org/W3092838880,['السياحة'],arab,0,article
ar,التنمية المحلية وانعكاساتها على السياحة الدينية (الكاظمية أنموذجا),2025,المجلة العربية لعلوم السياحة والضيافة والآثار,زهير سعدي حسون ‏ السعدي,10.21608/kjao.2025.453342,https://openalex.org/W4414294074,['السياحة الدينية'],arab,0,article
ar,دور الوكالات السياحية في تسويق الخدمات السياحية في الجزائر الديوان الوطني للسياحة كنموذج,2021,,إبتسام بلغربي; محمد راتول,,https://openalex.org/W3126736639,['السياحية'],arab,0,article
ar,السياحة و الآثار في القرآن الكريم,2022,Omdurman Islamic University Journal,عابدون مها تاج السر محمد,10.52981/oiuj.v4i1.1928,https://openalex.org/W4210370781,"['الآثار', 'السياحة']",arab,0,article
ar,دور الأحداث الخاصة فى تسویق المقصد السیاحى المصرى (بالتطبیق على مدینة الإسكندریة),2022,المجلة الدولية للتراث والسياحة والضيافة,علاء الدین أسامة عبد اللطیف,10.21608/jihtha.2022.271819,https://openalex.org/W4312428011,['السائحين'],arab,0,article
ar,"الآثار المتوقعة للهبة السكانية على النشاط الاقتصادي في الأردن، في المستقبل = The Expected Effects of the Demographic Gift on Economic Activity in Jordan, in the Future",2017,Jordan Journal of Applied Science-Humanities Series,عبد الحليم محمد جبران; ثائر أحمد أبو سليم,10.12816/0049094,https://openalex.org/W2896128599,['الآثار'],arab,1,article
ar,المتاحف الجزائرية بـيـن ثــقــافــة الاستهلاك وتذبذب الزوار,2014,معارف,حاج كولة غنية,,https://openalex.org/W2965724034,['المتاحف'],arab,0,article
